,Unnamed: 0,movie_id,name
277,18022,819,Brad Pitt
278,18027,819,Dustin Hoffman
279,18259,11302,Sylvester Stallone
280,18348,475,Gene Hackman
281,18418,500,Steve Buscemi
282,18431,792,Willem Dafoe
283,18432,792,Forest Whitaker
284,18435,792,Johnny Depp
285,18438,792,Keith David
286,18534,11386,Forest Whitaker
287,18536,11386,Jim Broadbent
288,18551,9504,Alec Baldwin
289,18553,9504,Ed Harris
290,18554,9504,Kevin Spacey
291,18616,2119,Tom Cruise
292,18617,2119,Robert Duvall
293,18622,2119,John C. Reilly
294,18628,744,Tom Cruise
295,18809,21612,Christopher Walken
296,18892,1630,Woody Harrelson
297,18935,11843,Christopher Plummer
298,18964,2756,Ed Harris
299,19615,409,Willem Dafoe
300,19777,510,Danny DeVito
301,19821,1891,Harrison Ford
302,19923,85,Harrison Ford
303,19972,85,Frank Welker
304,20061,429,Philip Ettington
305,20177,595,Robert Duvall
306,20224,28,Robert Duvall
307,20227,28,Laurence Fishburne
308,20229,28,Harrison Ford
309,20273,1892,Harrison Ford
310,20430,769,Robert De Niro
311,20480,769,Samuel L. Jackson
312,20571,348,John Hurt
313,20677,525,Dan Aykroyd
314,20732,240,Robert Duvall
315,20734,240,Robert De Niro
316,20853,600,Philip Ettington
317,21013,1578,Robert De Niro
318,21020,1578,John Turturro
319,21068,703,Christopher Walken
320,21109,9549,Dennis Quaid
321,21110,9549,Ed Harris
322,21284,218,Arnold Schwarzenegger
323,21334,9665,Denzel Washington
324,21336,9665,Morgan Freeman
325,21384,379,John Turturro
326,21387,379,Steve Buscemi
327,21428,207,Robin Williams
328,21429,207,Ethan Hawke
329,21443,37247,Dustin Hoffman
330,21731,235,John Cusack
331,21788,11778,Robert De Niro
332,21791,11778,Christopher Walken
333,21847,137,Bill Murray
334,21878,33,Gene Hackman
335,21879,33,Morgan Freeman
336,21910,33,Philip Ettington
337,22164,3034,Gene Hackman
338,22520,89,Harrison Ford
339,22585,783,Ben Kingsley
340,22647,783,Colin Farrell
341,22764,625,John Malkovich
342,23381,6114,Gary Oldman
343,23384,6114,Keanu Reeves
344,23492,1598,Robert De Niro
345,23551,7340,John Travolta
346,23583,377,Johnny Depp
347,23723,199,Patrick Stewart
348,23752,12498,Robert Duvall
349,23764,9279,Arnold Schwarzenegger
350,23799,21539,Denzel Washington
351,23866,1573,Bruce Willis
352,23883,1573,John Leguizamo
353,23933,174,Christopher Plummer
354,24014,364,Danny DeVito
355,24016,364,Christopher Walken
356,24042,11967,Tom Cruise
357,24061,621,John Travolta
358,24105,10173,Keith David
359,24116,10173,Danny Trejo
360,24176,8845,Tommy Lee Jones
361,24230,578,Philip Ettington
362,24251,17692,Dennis Quaid
363,24319,75,Danny DeVito
364,24331,75,Jack Black
365,24349,9390,Tom Cruise
366,24372,378,Nicolas Cage
367,24375,378,John Goodman
368,24422,9819,Robert De Niro
369,24611,8818,Antonio Banderas
370,24725,34314,Brendan Gleeson
371,24814,8860,Eddie Murphy
372,25036,66,Gene Hackman
373,25037,66,Ed Harris
374,25045,66,Richard Jenkins
375,25117,25624,Jon Voight
376,25119,25624,Bruce McGill
377,25146,9366,Johnny Depp
378,25158,9366,Philip Ettington
379,25233,9403,Paul Giamatti
380,25354,1624,Jim Carrey
381,25385,4477,Harrison Ford
382,25386,4477,Brad Pitt
383,25524,9360,Jon Voight
384,25526,9360,Owen Wilson
385,25530,9360,Danny Trejo
386,25531,9360,Frank Welker
387,25724,816,Will Ferrell
388,25810,18,Bruce Willis
389,25811,18,Gary Oldman
390,26128,1701,Nicolas Cage
391,26129,1701,John Cusack
392,26130,1701,John Malkovich
393,26133,1701,Steve Buscemi
