,movie_id,gender,name
6289,2788,2.0,Keith David
6295,10427,2.0,Nicolas Cage
6296,10427,2.0,Dennis Hopper
6337,1637,2.0,Keanu Reeves
6338,1637,2.0,Dennis Hopper
6339,1637,1.0,Sandra Bullock
6345,1637,1.0,Beth Grant
6407,8831,2.0,Bruce McGill
6419,36955,2.0,Arnold Schwarzenegger
6422,36955,2.0,Bill Paxton
6487,12160,2.0,Kevin Costner
6488,12160,2.0,Dennis Quaid
6489,12160,2.0,Gene Hackman
6614,22067,2.0,Forest Whitaker
6791,46094,2.0,Kevin Bacon
6873,306,2.0,Eddie Murphy
6959,4722,2.0,Forest Whitaker
6985,1607,2.0,Robert De Niro
7037,6075,2.0,Al Pacino
7038,6075,2.0,Sean Penn
7040,6075,2.0,John Leguizamo
7042,6075,2.0,Luis Guzmán
7130,9350,2.0,Sylvester Stallone
7176,2124,2.0,Bruce Willis
7301,9571,2.0,Matthew McConaughey
7302,9571,2.0,Ben Affleck
7309,9739,2.0,Sylvester Stallone
7311,9739,1.0,Sandra Bullock
7324,9739,2.0,Jack Black
7534,37233,2.0,Tom Cruise
7536,37233,2.0,Gene Hackman
7538,37233,2.0,Ed Harris
7605,5503,2.0,Harrison Ford
7606,5503,2.0,Tommy Lee Jones
7608,5503,1.0,Julianne Moore
7669,35588,2.0,Gene Hackman
7670,35588,2.0,Robert Duvall
7671,35588,2.0,Matt Damon
7765,9255,2.0,Charlie Sheen
7879,9386,2.0,Clint Eastwood
7881,9386,2.0,John Malkovich
7921,7984,1.0,Emma Thompson
7975,7984,2.0,Tom Wilkinson
8026,329,2.0,Samuel L. Jackson
8044,10909,2.0,Brad Pitt
8085,9593,2.0,Arnold Schwarzenegger
8101,9593,2.0,Danny DeVito
8204,9516,2.0,Samuel L. Jackson
8212,2320,2.0,Kurt Russell
8214,2320,1.0,Halle Berry
8215,2320,2.0,John Leguizamo
8216,2320,2.0,Oliver Platt
8276,788,2.0,Robin Williams
8278,788,2.0,Pierce Brosnan
8336,10447,2.0,Ray Liotta
8464,9559,2.0,Kevin Costner
8465,9559,2.0,Clint Eastwood
8484,9559,2.0,Bruce McGill
8493,9800,2.0,Tom Hanks
8494,9800,2.0,Denzel Washington
8497,9800,2.0,Antonio Banderas
8555,713,2.0,Harvey Keitel
8645,10872,2.0,Kevin Spacey
8652,10872,2.0,J.K. Simmons
8655,1245,2.0,Anthony Hopkins
8656,1245,1.0,Emma Thompson
8688,11858,2.0,Danny DeVito
8689,11858,2.0,Mark Wahlberg
8691,11858,2.0,James Remar
8747,5550,2.0,Stephen Root
8761,8005,2.0,Patrick Stewart
8773,2088,2.0,Gary Oldman
8781,2088,2.0,James Cromwell
8789,2088,2.0,Ron Perlman
8806,14534,2.0,Jon Favreau
8825,14534,2.0,Vince Vaughn
8842,424,2.0,Liam Neeson
8843,424,2.0,Ben Kingsley
8844,424,2.0,Ralph Fiennes
8871,424,2.0,Philip Ettington
8985,8850,2.0,Alec Baldwin
9087,858,2.0,Tom Hanks
9128,78,2.0,Harrison Ford
9179,10442,2.0,Alan Arkin
9205,9607,2.0,John Leguizamo
9206,9607,2.0,Dennis Hopper
9221,9057,2.0,Charlie Sheen
9256,10057,2.0,Charlie Sheen
9259,10057,2.0,Oliver Platt
9267,11969,2.0,Kurt Russell
9268,11969,2.0,Val Kilmer
9270,11969,2.0,Bill Paxton
9285,11969,2.0,Billy Bob Thornton
9326,319,2.0,Gary Oldman
9327,319,2.0,Dennis Hopper
9328,319,2.0,Christopher Walken
9329,319,2.0,Brad Pitt
9331,319,2.0,Samuel L. Jackson
9336,319,2.0,Val Kilmer
9369,15139,2.0,Patrick Stewart
9378,15139,2.0,Frank Welker
9762,251,2.0,Stephen Root
9771,812,2.0,Robin Williams
9774,812,2.0,Frank Welker
9794,280,2.0,Arnold Schwarzenegger
9796,280,2.0,Robert Patrick
9836,581,2.0,Kevin Costner
9926,274,2.0,Anthony Hopkins
9984,274,2.0,Philip Ettington
10016,10020,2.0,Frank Welker
10031,114,1.0,Julia Roberts
10214,275,2.0,William H. Macy
10216,275,2.0,Steve Buscemi
10217,275,2.0,Peter Stormare
10443,1592,2.0,Edward Norton
10455,1592,2.0,Philip Ettington
10582,61752,2.0,John Turturro
10651,10684,2.0,Denzel Washington
10654,10684,2.0,Matt Damon
10671,954,2.0,Tom Cruise
10672,954,2.0,Jon Voight
10676,954,2.0,Ving Rhames
10740,8840,2.0,Dennis Quaid
10741,8840,2.0,David Thewlis
10745,8840,2.0,Sean Connery
10859,10539,1.0,Susan Sarandon
10862,10539,2.0,David Thewlis
10901,47502,2.0,Jeffrey Wright
10902,47502,1.0,Allison Janney
10989,2300,2.0,Danny DeVito
10992,2300,2.0,Bill Murray
11307,9103,2.0,James Remar
11673,9802,2.0,Sean Connery
11674,9802,2.0,Nicolas Cage
11675,9802,2.0,Ed Harris
11698,9802,2.0,Philip Ettington
11730,664,2.0,Bill Paxton
11733,664,2.0,Philip Seymour Hoffman
11891,10547,2.0,Charlie Sheen
11933,935,0.0,James Earl Jones
12037,9826,2.0,James Remar
12051,9879,2.0,Ving Rhames
12052,9879,2.0,Robert Patrick
12088,7095,2.0,Robin Williams
12202,627,2.0,Ewan McGregor
12283,602,2.0,Will Smith
12369,9566,2.0,Robert De Niro
12372,9566,2.0,John Leguizamo
12373,9566,2.0,Benicio del Toro
12395,10545,2.0,Frank Welker
12396,9894,2.0,Jim Carrey
12399,9894,2.0,Jack Black
12402,9894,2.0,Ben Stiller
12409,9894,2.0,Owen Wilson
12413,11543,2.0,Woody Harrelson
12416,11543,2.0,Bill Murray
12446,9268,2.0,Arnold Schwarzenegger
12451,9268,2.0,James Cromwell
12465,9327,2.0,Eddie Murphy
12525,11228,2.0,Sylvester Stallone
12559,26748,2.0,Chris Cooper
12560,26748,2.0,Matthew McConaughey
12587,9294,2.0,John Travolta
12589,9294,2.0,Forest Whitaker
12590,9294,2.0,Robert Duvall
12615,11363,1.0,Cameron Diaz
12616,11363,1.0,Jennifer Aniston
12621,1645,2.0,Matthew McConaughey
12622,1645,1.0,Sandra Bullock
12623,1645,2.0,Samuel L. Jackson
12624,1645,2.0,Kevin Spacey
12625,1645,2.0,Oliver Platt
12628,1645,2.0,Donald Sutherland
12635,1645,2.0,Chris Cooper
12640,1645,1.0,Beth Grant
12643,1645,1.0,Octavia Spencer
12670,18550,2.0,Laurence Fishburne
12864,3595,2.0,Mel Gibson
12934,12123,2.0,Keanu Reeves
12935,12123,2.0,Morgan Freeman
12938,12123,0.0,Kevin Dunn
12939,12123,2.0,Brian Cox
12995,12123,2.0,Michael Shannon
13010,10830,2.0,Danny DeVito
13018,3573,1.0,Gwyneth Paltrow
13021,3573,2.0,Ewan McGregor
13165,10061,2.0,Kurt Russell
13167,10061,2.0,Steve Buscemi
13197,549,2.0,Jeffrey Wright
13199,549,2.0,Dennis Hopper
13200,549,2.0,Gary Oldman
13201,549,2.0,Benicio del Toro
13207,549,2.0,Christopher Walken
13208,549,2.0,Willem Dafoe
13217,10478,2.0,Kevin Costner
13277,238,2.0,Al Pacino
13280,238,2.0,Robert Duvall
13556,9306,2.0,Val Kilmer
13557,9306,2.0,David Thewlis
13564,9306,2.0,Ron Perlman
13607,10723,2.0,Adam Sandler
13647,10987,2.0,Paul Rudd
15495,1712,2.0,Dennis Hopper
16848,1770,2.0,Liam Neeson
16851,1770,2.0,Alan Rickman
16852,1770,1.0,Julia Roberts
16854,1770,2.0,Brendan Gleeson
16899,9333,2.0,Bruce Willis
16902,9333,2.0,Christopher Walken
16930,9400,1.0,Queen Latifah
16994,11306,2.0,Gene Hackman
17003,11306,2.0,J.K. Simmons
17079,6346,2.0,Gene Hackman
17331,8367,2.0,Kevin Costner
17332,8367,2.0,Morgan Freeman
17335,8367,2.0,Alan Rickman
17342,8367,2.0,Sean Connery
17448,10948,2.0,Kurt Russell
17475,15121,2.0,Christopher Plummer
17495,562,2.0,Bruce Willis
17496,562,2.0,Alan Rickman
17543,10163,2.0,Pierce Brosnan
17664,41843,2.0,Anthony Hopkins
17666,41843,1.0,Julianne Moore
17699,11412,2.0,Samuel L. Jackson
17703,11412,2.0,Brian Cox
17713,10586,2.0,Michael Douglas
17714,10586,2.0,Val Kilmer
17715,10586,2.0,Tom Wilkinson
17796,38153,2.0,Charlie Sheen
17797,38153,2.0,Donald Sutherland
17811,25147,1.0,Kate Winslet
17947,454,2.0,John Leguizamo
17959,454,2.0,Paul Rudd
18021,819,2.0,Robert De Niro
18022,819,2.0,Brad Pitt
18023,819,2.0,Kevin Bacon
18027,819,2.0,Dustin Hoffman
18259,11302,2.0,Sylvester Stallone
18262,623,0.0,John Cleese
18288,583,0.0,John Cleese
18348,475,2.0,Gene Hackman
18414,500,2.0,Harvey Keitel
18418,500,2.0,Steve Buscemi
18430,792,2.0,Charlie Sheen
18431,792,2.0,Willem Dafoe
18432,792,2.0,Forest Whitaker
18435,792,2.0,Johnny Depp
18438,792,2.0,Keith David
18467,402,2.0,Michael Douglas
18502,10537,2.0,Val Kilmer
18534,11386,2.0,Forest Whitaker
18536,11386,2.0,Jim Broadbent
18549,9504,2.0,Al Pacino
18551,9504,2.0,Alec Baldwin
18552,9504,2.0,Alan Arkin
18553,9504,2.0,Ed Harris
18554,9504,2.0,Kevin Spacey
18568,15764,1.0,Meryl Streep
18584,601,1.0,Drew Barrymore
18616,2119,2.0,Tom Cruise
18617,2119,2.0,Robert Duvall
18618,2119,1.0,Nicole Kidman
18622,2119,2.0,John C. Reilly
18628,744,2.0,Tom Cruise
18630,744,2.0,Val Kilmer
18809,21612,2.0,Christopher Walken
18814,21612,2.0,Benicio del Toro
18892,1630,2.0,Woody Harrelson
18894,1630,2.0,Edward Norton
18897,1630,2.0,James Cromwell
18935,11843,2.0,Christopher Plummer
18964,2756,2.0,Ed Harris
18999,1103,2.0,Kurt Russell
19004,1103,2.0,Harry Dean Stanton
19613,409,2.0,Ralph Fiennes
19615,409,2.0,Willem Dafoe
19777,510,2.0,Danny DeVito
19821,1891,2.0,Harrison Ford
19829,1891,0.0,James Earl Jones
19844,1891,2.0,John Ratzenberger
19923,85,2.0,Harrison Ford
19972,85,2.0,Frank Welker
19995,679,1.0,Sigourney Weaver
19997,679,2.0,James Remar
20001,679,2.0,Bill Paxton
20022,429,2.0,Clint Eastwood
20061,429,2.0,Philip Ettington
20177,595,2.0,Robert Duvall
20224,28,2.0,Robert Duvall
20227,28,2.0,Laurence Fishburne
20229,28,2.0,Harrison Ford
20230,28,2.0,Dennis Hopper
20252,28,2.0,Charlie Sheen
20273,1892,2.0,Harrison Ford
20282,1892,0.0,James Earl Jones
20430,769,2.0,Robert De Niro
20431,769,2.0,Ray Liotta
20480,769,2.0,Samuel L. Jackson
20568,348,1.0,Sigourney Weaver
20570,348,2.0,Harry Dean Stanton
20571,348,2.0,John Hurt
20677,525,2.0,Dan Aykroyd
20731,240,2.0,Al Pacino
20732,240,2.0,Robert Duvall
20734,240,2.0,Robert De Niro
20752,240,2.0,Harry Dean Stanton
20853,600,2.0,Philip Ettington
21013,1578,2.0,Robert De Niro
21020,1578,2.0,John Turturro
21068,703,2.0,Christopher Walken
21075,703,1.0,Sigourney Weaver
21109,9549,2.0,Dennis Quaid
21110,9549,2.0,Ed Harris
21284,218,2.0,Arnold Schwarzenegger
21292,218,2.0,Bill Paxton
21334,9665,2.0,Denzel Washington
21336,9665,2.0,Morgan Freeman
21384,379,2.0,John Turturro
21387,379,2.0,Steve Buscemi
21428,207,2.0,Robin Williams
21429,207,2.0,Ethan Hawke
21443,37247,2.0,Dustin Hoffman
21731,235,2.0,John Cusack
21788,11778,2.0,Robert De Niro
21791,11778,2.0,Christopher Walken
21792,11778,1.0,Meryl Streep
21847,137,2.0,Bill Murray
21858,137,2.0,Michael Shannon
21877,33,2.0,Clint Eastwood
21878,33,2.0,Gene Hackman
21879,33,2.0,Morgan Freeman
21910,33,2.0,Philip Ettington
22025,1633,1.0,Kathy Bates
22106,8009,2.0,Sean Connery
22123,903,2.0,Harry Dean Stanton
22124,903,2.0,Dennis Hopper
22162,3034,1.0,Cloris Leachman
22164,3034,2.0,Gene Hackman
22197,339,2.0,Giancarlo Esposito
22520,89,2.0,Harrison Ford
22521,89,2.0,Sean Connery
22585,783,2.0,Ben Kingsley
22647,783,2.0,Colin Farrell
22662,783,2.0,John Ratzenberger
22681,10644,2.0,Stellan Skarsgård
22698,11257,1.0,Helena Bonham Carter
22764,625,2.0,John Malkovich
22880,642,1.0,Cloris Leachman
22894,655,2.0,Harry Dean Stanton
23063,8077,1.0,Sigourney Weaver
23381,6114,2.0,Gary Oldman
23383,6114,2.0,Anthony Hopkins
23384,6114,2.0,Keanu Reeves
23492,1598,2.0,Robert De Niro
23493,1598,2.0,Nick Nolte
23551,7340,2.0,John Travolta
23583,377,2.0,Johnny Depp
23723,199,2.0,Patrick Stewart
23730,199,2.0,James Cromwell
23747,12498,2.0,Billy Bob Thornton
23752,12498,2.0,Robert Duvall
23764,9279,2.0,Arnold Schwarzenegger
23799,21539,2.0,Denzel Washington
23866,1573,2.0,Bruce Willis
23881,1573,2.0,Robert Patrick
23883,1573,2.0,John Leguizamo
23933,174,2.0,Christopher Plummer
24014,364,2.0,Danny DeVito
24016,364,2.0,Christopher Walken
24027,11967,2.0,Charlie Sheen
24042,11967,2.0,Tom Cruise
24061,621,2.0,John Travolta
24105,10173,2.0,Keith David
24115,10173,0.0,Kevin Dunn
24116,10173,2.0,Danny Trejo
24176,8845,2.0,Tommy Lee Jones
24230,578,2.0,Philip Ettington
24251,17692,2.0,Dennis Quaid
24318,75,2.0,Pierce Brosnan
24319,75,2.0,Danny DeVito
24325,75,1.0,Natalie Portman
24331,75,2.0,Jack Black
24349,9390,2.0,Tom Cruise
24372,378,2.0,Nicolas Cage
24375,378,2.0,John Goodman
24420,9819,1.0,Meryl Streep
24422,9819,2.0,Robert De Niro
24498,4232,1.0,Drew Barrymore
24611,8818,2.0,Antonio Banderas
24723,34314,2.0,Ray Liotta
24725,34314,2.0,Brendan Gleeson
24814,8860,2.0,Eddie Murphy
24848,9619,2.0,Pierce Brosnan
25035,66,2.0,Clint Eastwood
25036,66,2.0,Gene Hackman
25037,66,2.0,Ed Harris
25045,66,2.0,Richard Jenkins
25116,25624,2.0,Ving Rhames
25117,25624,2.0,Jon Voight
25118,25624,2.0,Don Cheadle
25119,25624,2.0,Bruce McGill
25123,25624,2.0,Robert Patrick
25146,9366,2.0,Johnny Depp
25147,9366,2.0,Al Pacino
25158,9366,2.0,Philip Ettington
25233,9403,2.0,Paul Giamatti
25235,9403,1.0,Allison Janney
25281,10003,2.0,Val Kilmer
25354,1624,2.0,Jim Carrey
25385,4477,2.0,Harrison Ford
25386,4477,2.0,Brad Pitt
25524,9360,2.0,Jon Voight
25526,9360,2.0,Owen Wilson
25530,9360,2.0,Danny Trejo
25531,9360,2.0,Frank Welker
25724,816,2.0,Will Ferrell
25741,2163,2.0,Kurt Russell
25810,18,2.0,Bruce Willis
25811,18,2.0,Gary Oldman
26054,330,1.0,Julianne Moore
26057,330,2.0,Vince Vaughn
26063,330,2.0,Peter Stormare
26128,1701,2.0,Nicolas Cage
26129,1701,2.0,John Cusack
26130,1701,2.0,John Malkovich
26131,1701,2.0,Ving Rhames
26133,1701,2.0,Steve Buscemi
26138,1701,2.0,Danny Trejo
26195,1639,1.0,Sandra Bullock
26197,1639,2.0,Willem Dafoe
26269,415,2.0,George Clooney
26271,415,2.0,Arnold Schwarzenegger
26311,11970,2.0,Danny DeVito
26327,11970,2.0,Keith David
26351,8874,1.0,Julia Roberts
26353,8874,1.0,Cameron Diaz
26371,8874,2.0,Paul Giamatti
26401,754,2.0,John Travolta
26402,754,2.0,Nicolas Cage
26466,607,2.0,Tommy Lee Jones
26467,607,2.0,Will Smith
26482,607,2.0,Sylvester Stallone
26483,607,2.0,Danny DeVito
26514,686,2.0,Matthew McConaughey
26516,686,2.0,John Hurt
26641,9387,2.0,Arnold Schwarzenegger
26642,9387,0.0,James Earl Jones
26707,2142,2.0,Sylvester Stallone
26708,2142,2.0,Harvey Keitel
26709,2142,2.0,Ray Liotta
26710,2142,2.0,Robert De Niro
26714,2142,2.0,Robert Patrick
26728,2142,2.0,Philip Ettington
26729,8413,2.0,Laurence Fishburne
26746,10336,2.0,John Leguizamo
26753,10336,2.0,Frank Welker
26762,9413,1.0,Jennifer Aniston
26764,9413,2.0,Kevin Bacon
26767,9413,0.0,Kevin Dunn
26786,8834,2.0,Mel Gibson
26787,8834,1.0,Julia Roberts
26788,8834,2.0,Patrick Stewart
26879,4961,2.0,Josh Brolin
26932,9772,2.0,Harrison Ford
26933,9772,2.0,Gary Oldman
26936,9772,2.0,William H. Macy
26956,9772,2.0,Philip Baker Hall
26970,6072,2.0,Samuel L. Jackson
27000,1669,2.0,Alec Baldwin
27001,1669,2.0,Sean Connery
27004,1669,0.0,James Earl Jones
27007,1669,2.0,Stellan Skarsgård
27032,1669,2.0,Philip Ettington
27116,2118,2.0,Kevin Spacey
27118,2118,2.0,Danny DeVito
27119,2118,2.0,James Cromwell
27121,2118,2.0,Russell Crowe
27178,978,2.0,Brad Pitt
27180,978,2.0,David Thewlis
27188,9437,2.0,Morgan Freeman
27195,9437,2.0,Brian Cox
27277,2649,2.0,Michael Douglas
27278,2649,2.0,Sean Penn
27329,14289,2.0,Harry Dean Stanton
27400,10155,2.0,Sean Penn
27401,10155,2.0,Nick Nolte
27406,10155,2.0,Billy Bob Thornton
27407,10155,2.0,Jon Voight
27516,68924,1.0,Sigourney Weaver
27558,9427,2.0,Tom Wilkinson
27623,1813,2.0,Keanu Reeves
27624,1813,2.0,Al Pacino
27625,1813,1.0,Charlize Theron
27691,12628,1.0,Angelina Jolie
27695,12628,2.0,Peter Stormare
27736,782,2.0,Ethan Hawke
27737,782,2.0,Jude Law
27740,782,2.0,Alan Arkin
27842,10871,2.0,Dennis Quaid
27843,10871,2.0,Danny Glover
27861,10890,2.0,Bill Murray
27876,10890,2.0,Bill Paxton
27906,9770,2.0,John Travolta
27907,9770,2.0,Dustin Hoffman
27925,12616,2.0,Robert Downey Jr.
27958,11975,2.0,Matt Damon
27959,11975,2.0,Danny DeVito
27960,11975,2.0,Jon Voight
27965,11975,2.0,Mickey Rourke
27972,11975,2.0,Danny Glover
27984,4995,2.0,Mark Wahlberg
27986,4995,2.0,John C. Reilly
27987,4995,1.0,Julianne Moore
27990,4995,2.0,Philip Seymour Hoffman
27991,4995,2.0,William H. Macy
27992,4995,2.0,Don Cheadle
27993,4995,2.0,Luis Guzmán
27996,4995,2.0,Philip Baker Hall
28078,9281,2.0,Harrison Ford
28084,9281,2.0,Danny Glover
28154,10215,1.0,Gwyneth Paltrow
28176,9823,2.0,James Remar
28198,37165,2.0,Jim Carrey
28202,37165,2.0,Ed Harris
28213,37165,2.0,Paul Giamatti
28219,37165,2.0,Philip Baker Hall
28265,4824,2.0,Bruce Willis
28269,4824,2.0,J.K. Simmons
28270,4824,2.0,Jack Black
28316,9444,2.0,John Cusack
28322,9444,1.0,Kirsten Dunst
28326,9444,2.0,J.K. Simmons
28327,9414,2.0,Bill Murray
28358,8078,1.0,Sigourney Weaver
28361,8078,2.0,Ron Perlman
28396,11831,2.0,Morgan Freeman
28398,11831,2.0,Anthony Hopkins
28400,11831,2.0,Matthew McConaughey
28403,11831,2.0,Stellan Skarsgård
28508,2639,2.0,Robin Williams
28513,2639,2.0,Stanley Tucci
