,movie_id,gender,name
66513,10647,2.0,Kevin Spacey
66604,4327,1.0,Cameron Diaz
66606,4327,1.0,Drew Barrymore
66607,4327,2.0,Bill Murray
66620,4958,2.0,Matt Damon
66621,4958,2.0,Bruce McGill
66622,4958,1.0,Charlize Theron
66623,4958,2.0,Will Smith
66653,11978,2.0,Robert De Niro
66655,11978,1.0,Charlize Theron
66665,8870,2.0,Val Kilmer
66708,681,2.0,Sean Connery
66731,681,2.0,Philip Ettington
66750,8452,2.0,Arnold Schwarzenegger
66755,8452,2.0,Robert Duvall
66762,10862,2.0,Ben Affleck
66763,10862,1.0,Gwyneth Paltrow
66780,8871,2.0,Jim Carrey
66796,8871,2.0,Anthony Hopkins
66877,10876,1.0,Kate Winslet
66879,10876,2.0,Michael Caine
66893,9741,2.0,Bruce Willis
66894,9741,2.0,Samuel L. Jackson
66982,11678,2.0,Bill Paxton
66998,2669,2.0,Mel Gibson
66999,2669,2.0,Anthony Hopkins
67005,2669,2.0,Liam Neeson
67157,1857,2.0,Frank Welker
67188,10673,2.0,Charlie Sheen
67189,10673,2.0,Michael Douglas
67283,2604,2.0,Tom Cruise
67296,2604,2.0,Willem Dafoe
67382,10132,2.0,Alec Baldwin
67404,107,2.0,Benicio del Toro
67407,107,2.0,Brad Pitt
67409,107,2.0,Jason Statham
67463,40820,2.0,Tom Hanks
67464,40820,2.0,John Goodman
67518,392,2.0,Johnny Depp
67524,392,2.0,Peter Stormare
67554,11688,2.0,John Goodman
67616,3981,2.0,Mel Gibson
67625,3981,1.0,Judy Greer
67725,711,2.0,Sean Connery
67733,711,2.0,Matt Damon
67738,711,2.0,Philip Ettington
67739,2046,1.0,Cate Blanchett
67741,2046,2.0,Keanu Reeves
67747,2046,2.0,J.K. Simmons
67769,8358,2.0,Tom Hanks
67795,25520,2.0,Dan Aykroyd
67807,1493,1.0,Sandra Bullock
67809,1493,2.0,Michael Caine
67838,134,2.0,George Clooney
67839,134,2.0,John Turturro
67841,134,2.0,John Goodman
67860,134,2.0,Stephen Root
67889,10577,2.0,Christopher Plummer
67917,11973,2.0,Kevin Costner
67918,11973,2.0,Bruce Greenwood
67923,1900,2.0,Michael Douglas
67924,1900,2.0,Benicio del Toro
67930,1900,2.0,Dennis Quaid
67932,1900,2.0,Don Cheadle
67949,1900,2.0,Luis Guzmán
67959,10873,2.0,John Malkovich
67960,10873,2.0,Willem Dafoe
68083,13715,2.0,Sean Penn
68084,13715,2.0,Christopher Walken
68264,20637,2.0,William H. Macy
68267,20637,2.0,Donald Sutherland
68270,5955,2.0,Aaron Eckhart
68271,5955,1.0,Helen Mirren
68275,5955,2.0,Benicio del Toro
68276,5955,2.0,Mickey Rourke
68277,5955,2.0,Harry Dean Stanton
68440,16723,2.0,James Marsden
68446,2018,2.0,Matthew McConaughey
68452,2018,1.0,Judy Greer
68587,10937,2.0,Mickey Rourke
68614,96,2.0,Eddie Murphy
68641,90,2.0,Eddie Murphy
68881,10110,2.0,Christian Bale
68882,10110,2.0,John Malkovich
68885,10110,2.0,Ben Stiller
69153,12704,2.0,Dustin Hoffman
69166,580,2.0,Michael Caine
69590,9740,2.0,Anthony Hopkins
69591,9740,1.0,Julianne Moore
69592,9740,2.0,Gary Oldman
69593,9740,2.0,Ray Liotta
69619,9740,2.0,Philip Ettington
69621,10878,2.0,Steve Zahn
69622,10878,2.0,Jack Black
69681,1921,2.0,Keanu Reeves
69682,1921,1.0,Charlize Theron
69749,23685,2.0,John Turturro
69751,23685,2.0,Giancarlo Esposito
69847,12138,2.0,Kurt Russell
69848,12138,2.0,Kevin Costner
69876,6073,2.0,Brad Pitt
69877,6073,1.0,Julia Roberts
69879,6073,2.0,J.K. Simmons
69880,6073,2.0,Gene Hackman
69955,2749,2.0,Robert De Niro
69956,2749,1.0,Charlize Theron
70576,2453,2.0,Mickey Rourke
70580,2453,2.0,Giancarlo Esposito
70592,33676,2.0,Tom Cruise
70655,11454,2.0,Brian Cox
70922,23730,2.0,John Goodman
70924,853,2.0,Jude Law
70926,853,2.0,Ed Harris
70929,853,2.0,Ron Perlman
70940,853,2.0,Philip Ettington
70949,10877,2.0,Bruce McGill
71056,10054,2.0,Antonio Banderas
71061,10054,2.0,Danny Trejo
71062,10054,2.0,Robert Patrick
71069,10054,2.0,George Clooney
71079,2575,2.0,Pierce Brosnan
71083,2575,2.0,Brendan Gleeson
71124,2043,2.0,Morgan Freeman
71135,4133,2.0,Johnny Depp
71138,4133,2.0,Ray Liotta
71225,634,2.0,Jim Broadbent
71250,10956,2.0,Christopher Walken
71446,111,2.0,Al Pacino
71554,10477,2.0,Sylvester Stallone
71617,1734,2.0,Dwayne Johnson
71695,849,2.0,Liam Neeson
71765,11307,2.0,Robin Williams
71857,78133,1.0,Kathy Bates
71967,9062,2.0,Tommy Lee Jones
72052,9476,2.0,Alan Tudyk
72134,808,2.0,Eddie Murphy
72135,808,1.0,Cameron Diaz
72161,808,2.0,Frank Welker
72164,824,1.0,Nicole Kidman
72165,824,2.0,Ewan McGregor
72166,824,2.0,John Leguizamo
72167,824,2.0,Jim Broadbent
72269,676,2.0,Ben Affleck
72273,676,2.0,Jon Voight
72274,676,2.0,Alec Baldwin
72283,676,2.0,Michael Shannon
72284,676,2.0,Dan Aykroyd
72307,676,1.0,Beth Grant
72418,22414,1.0,Meryl Streep
72420,22414,2.0,Dennis Quaid
72421,22414,2.0,Gene Hackman
72428,22414,2.0,Oliver Platt
72549,1632,2.0,Gene Hackman
72550,1632,2.0,Willem Dafoe
72559,1632,0.0,Kevin Dunn
72709,11896,2.0,Danny DeVito
72871,11090,2.0,Adam Sandler
72878,11090,2.0,Harry Dean Stanton
72902,9397,1.0,Julianne Moore
72906,9397,2.0,Dan Aykroyd
72921,9705,2.0,John Travolta
72922,9705,2.0,Hugh Jackman
72923,9705,1.0,Halle Berry
72924,9705,2.0,Don Cheadle
73029,10364,2.0,Alan Arkin
73039,10364,2.0,Jon Voight
73063,1089,2.0,Keanu Reeves
73133,17494,2.0,Kurt Russell
73134,17494,2.0,Ray Liotta
73256,9576,2.0,Dustin Hoffman
73261,9576,2.0,Bill Murray
73355,1995,1.0,Angelina Jolie
73356,1995,2.0,Jon Voight
73378,10808,2.0,Eddie Murphy
73387,10808,2.0,Arnold Schwarzenegger
73460,644,2.0,Jude Law
73462,644,2.0,Robin Williams
73463,644,2.0,Ben Kingsley
73464,644,1.0,Meryl Streep
73478,644,2.0,Brendan Gleeson
73482,16161,2.0,Ving Rhames
73490,10691,1.0,Kirsten Dunst
73668,10992,2.0,Alec Baldwin
73669,10992,1.0,Susan Sarandon
73818,11286,2.0,Jackie Chan
74095,19200,1.0,Kathy Bates
74096,19200,2.0,John Cusack
74100,19200,2.0,John Malkovich
74113,19200,2.0,John C. Reilly
74596,13938,2.0,William H. Macy
74599,10540,2.0,Sean Connery
74606,10540,2.0,John Ratzenberger
74635,2114,2.0,Donald Sutherland
74637,2114,2.0,Alec Baldwin
74638,2114,2.0,Ving Rhames
74639,2114,2.0,Steve Buscemi
74643,2114,2.0,Keith David
74665,11371,2.0,Robert De Niro
74666,11371,2.0,Edward Norton
74714,15745,2.0,Vince Vaughn
74715,15745,2.0,Jon Favreau
74839,14506,2.0,Robin Williams
74964,19382,2.0,Christopher Walken
75094,7520,2.0,Tom Cruise
75107,10126,2.0,Sean Penn
75108,10126,2.0,Robert Duvall
75112,10126,2.0,Don Cheadle
75118,9602,2.0,Eddie Murphy
75120,9602,0.0,James Earl Jones
75126,9602,2.0,Samuel L. Jackson
75328,10675,2.0,Harrison Ford
75360,2617,2.0,Dan Aykroyd
75518,12120,2.0,Dan Aykroyd
75538,38617,2.0,Willem Dafoe
75543,38617,2.0,Keith David
75564,51321,2.0,Keanu Reeves
75574,9604,2.0,Arnold Schwarzenegger
75578,9604,2.0,Laurence Fishburne
75843,38560,2.0,Bruce Willis
75876,8337,2.0,Keith David
75964,9493,2.0,Arnold Schwarzenegger
75965,9493,2.0,Danny DeVito
76110,11352,2.0,John Goodman
76113,11352,2.0,Keith David
76211,45225,2.0,Kevin Bacon
76241,45225,0.0,John Cleese
76250,1648,2.0,Keanu Reeves
76272,4105,2.0,Michael Douglas
76280,4105,2.0,Luis Guzmán
76282,4105,2.0,Stephen Root
76409,10142,2.0,Sean Penn
76411,10142,2.0,John C. Reilly
76412,10142,2.0,John Leguizamo
76413,10142,2.0,Ving Rhames
76453,21291,2.0,Ethan Hawke
76454,21291,2.0,Kevin Spacey
76553,2210,2.0,Jim Carrey
76638,20713,2.0,Nick Nolte
76789,9085,2.0,Eddie Murphy
76900,505,2.0,Mickey Rourke
76902,505,2.0,Morgan Freeman
76903,505,2.0,Forest Whitaker
77033,9972,2.0,Sylvester Stallone
77034,9972,2.0,Donald Sutherland
77049,9972,2.0,Danny Trejo
77053,9494,2.0,John Travolta
77057,9494,2.0,Bruce Willis
77074,9942,2.0,Charlie Sheen
77178,27418,2.0,Liam Neeson
77181,27418,2.0,Bill Paxton
77229,27418,2.0,Ben Stiller
77409,331,2.0,William H. Macy
77509,869,2.0,Mark Wahlberg
77511,869,1.0,Helena Bonham Carter
77515,869,2.0,Paul Giamatti
77595,2171,2.0,Paul Rudd
77606,2171,2.0,Bradley Cooper
77608,2171,1.0,Elizabeth Banks
77749,10135,2.0,Keith David
77893,12150,2.0,Al Pacino
77895,12150,2.0,John Goodman
77898,12150,2.0,Richard Jenkins
77902,12150,2.0,Samuel L. Jackson
77908,11185,2.0,Kevin Spacey
78077,9618,2.0,Sylvester Stallone
78078,9618,2.0,Kurt Russell
78098,31608,2.0,Nick Nolte
78101,31608,0.0,James Earl Jones
78103,31608,2.0,Bruce McGill
78167,7091,2.0,Nicolas Cage
78221,183,1.0,Beth Grant
78310,2148,2.0,James Remar
78311,2148,2.0,Nicolas Cage
78319,2148,2.0,Laurence Fishburne
78332,2148,2.0,Giancarlo Esposito
78433,2057,1.0,Angelina Jolie
78434,2057,2.0,Antonio Banderas
78529,5175,2.0,Jackie Chan
78533,5175,2.0,Don Cheadle
78609,20391,2.0,Clint Eastwood
78668,11542,1.0,Drew Barrymore
78828,12610,2.0,Laurence Fishburne
78831,12610,2.0,Bill Murray
78848,13496,2.0,Colin Farrell
78853,13496,1.0,Kathy Bates
78905,1722,2.0,Nicolas Cage
78907,1722,2.0,John Hurt
78908,1722,2.0,Christian Bale
78924,9896,0.0,John Cleese
78937,9896,1.0,Kathy Bates
79024,2294,2.0,Ben Affleck
79031,2294,2.0,Will Ferrell
79046,2294,2.0,Matt Damon
79053,10016,2.0,Jason Statham
79176,8922,2.0,Justin Long
79439,12508,2.0,Mark Wahlberg
79440,12508,1.0,Jennifer Aniston
79447,12508,1.0,Beth Grant
79451,12508,1.0,Beth Grant
79594,2176,2.0,Stellan Skarsgård
79611,20857,2.0,Keanu Reeves
79657,2185,2.0,Stanley Tucci
79694,2034,2.0,Denzel Washington
79695,2034,2.0,Ethan Hawke
79758,31016,1.0,Rosario Dawson
79762,31016,2.0,Stanley Tucci
80238,12103,2.0,Michael Douglas
80250,12103,2.0,Oliver Platt
80254,11313,2.0,Anthony Hopkins
80259,11313,2.0,Alan Tudyk
80268,9398,2.0,Ben Stiller
80269,9398,2.0,Owen Wilson
80271,9398,2.0,Will Ferrell
80275,9398,2.0,Jon Voight
80287,9398,1.0,Natalie Portman
80340,9398,2.0,James Marsden
80368,9398,2.0,Vince Vaughn
80426,10866,2.0,Steve Zahn
80481,9778,2.0,John Cusack
80662,16769,2.0,Tommy Lee Jones
80781,3172,2.0,Bruce Willis
80782,3172,2.0,Billy Bob Thornton
80783,3172,1.0,Cate Blanchett
80830,1018,1.0,Naomi Watts
81004,984,2.0,Clint Eastwood
81127,768,2.0,Johnny Depp
81155,2100,2.0,Mark Ruffalo
81164,11091,1.0,Drew Barrymore
81165,11091,2.0,Steve Zahn
81243,167,2.0,Jeff Bridges
81244,167,2.0,Kevin Spacey
81337,141,1.0,Drew Barrymore
81338,141,1.0,Beth Grant
81359,141,2.0,Seth Rogen
81418,11456,2.0,John Travolta
81419,11456,2.0,Vince Vaughn
81422,11456,2.0,Steve Buscemi
81427,585,2.0,John Goodman
81430,585,2.0,Steve Buscemi
81434,585,2.0,John Ratzenberger
81481,10796,2.0,Jason Statham
81508,9889,1.0,Gwyneth Paltrow
81509,9889,2.0,Jack Black
81512,9889,2.0,Bruce McGill
81615,671,2.0,Alan Rickman
81620,671,2.0,John Hurt
81628,671,0.0,John Cleese
81678,20794,1.0,Helena Bonham Carter
81692,20794,2.0,Keith David
81705,20794,2.0,Kevin Bacon
81724,14369,2.0,David Koechner
81732,1535,2.0,Brad Pitt
82169,11033,2.0,Michael Caine
82338,10649,2.0,Clint Eastwood
82373,17689,2.0,Clint Eastwood
82533,10650,2.0,Clint Eastwood
82550,8007,2.0,Owen Wilson
82551,8007,2.0,Gene Hackman
82683,161,2.0,George Clooney
82684,161,2.0,Brad Pitt
82685,161,2.0,Matt Damon
82687,161,1.0,Julia Roberts
82703,161,2.0,Don Cheadle
82971,1903,2.0,Tom Cruise
82973,1903,1.0,Cameron Diaz
82974,1903,2.0,Kurt Russell
82981,1903,2.0,Michael Shannon
83020,9428,2.0,Gene Hackman
83022,9428,2.0,Ben Stiller
83023,9428,1.0,Gwyneth Paltrow
83025,9428,2.0,Owen Wilson
83026,9428,2.0,Bill Murray
83027,9428,2.0,Danny Glover
83028,9428,2.0,Alec Baldwin
83165,12589,2.0,Patrick Stewart
83167,12589,2.0,Frank Welker
83217,120,1.0,Cate Blanchett
83241,11086,2.0,Jim Carrey
83257,11086,2.0,Matt Damon
83258,453,2.0,Russell Crowe
83259,453,2.0,Ed Harris
83261,453,2.0,Christopher Plummer
83481,8489,2.0,Will Smith
83483,8489,2.0,Jon Voight
83486,8489,2.0,Jeffrey Wright
83493,8489,2.0,Bruce McGill
83495,8489,2.0,Giancarlo Esposito
83538,855,2.0,Ewan McGregor
83596,5279,1.0,Helen Mirren
83603,5279,2.0,Michael Gambon
83626,10950,2.0,Sean Penn
83664,1365,1.0,Halle Berry
83665,1365,2.0,Billy Bob Thornton
83893,11595,2.0,Eddie Murphy
83894,11595,2.0,Nick Nolte
84047,9610,2.0,Arnold Schwarzenegger
84144,150,2.0,Nick Nolte
84145,150,2.0,Eddie Murphy
84148,150,2.0,James Remar
84249,15050,2.0,Christopher Walken
84386,651,2.0,Donald Sutherland
84390,651,2.0,Robert Duvall
84459,11362,2.0,Luis Guzmán
84729,20009,1.0,Cameron Diaz
84874,11870,2.0,Paul Giamatti
84892,9884,2.0,Arnold Schwarzenegger
84896,9884,2.0,John Turturro
84897,9884,2.0,John Leguizamo
85194,17130,2.0,Dan Aykroyd
85195,17130,2.0,Justin Long
85222,10592,2.0,Bruce Willis
85223,10592,2.0,Colin Farrell
85242,8470,2.0,Denzel Washington
85243,8470,2.0,Robert Duvall
85252,8470,2.0,Ray Liotta
85274,39939,2.0,Brian Cox
85496,14475,2.0,Kurt Russell
85525,10052,2.0,Kevin Costner
85529,10052,1.0,Kathy Bates
85860,10590,2.0,Mel Gibson
86111,35614,1.0,Cloris Leachman
86258,15186,1.0,Julia Roberts
86268,15186,2.0,Brad Pitt
86444,10935,2.0,Christopher Walken
86445,10935,2.0,John Hurt
86449,10935,2.0,Jeff Bridges
86462,10935,2.0,Mickey Rourke
86464,10935,2.0,Willem Dafoe
86699,14729,2.0,Dennis Quaid
86708,14729,2.0,James Remar
86909,425,2.0,John Leguizamo
86912,425,2.0,Jack Black
86914,425,2.0,Stephen Root
86916,425,2.0,Alan Tudyk
86948,5851,2.0,Robert De Niro
86950,5851,2.0,Eddie Murphy
87201,10627,2.0,Sean Penn
87202,10627,2.0,Tom Cruise
87207,10627,2.0,Giancarlo Esposito
87419,36586,2.0,Ron Perlman
87563,4547,1.0,Kristen Stewart
87564,4547,2.0,Forest Whitaker
87577,4547,1.0,Nicole Kidman
87578,14635,2.0,Dennis Quaid
87580,14635,1.0,Beth Grant
87582,14635,2.0,Brian Cox
87727,11560,2.0,Morgan Freeman
87737,11560,2.0,Michael Shannon
87762,11452,2.0,Ryan Reynolds
87884,1537,2.0,Ben Affleck
87885,1537,2.0,Samuel L. Jackson
87895,12149,2.0,Bill Paxton
87896,12149,2.0,Matthew McConaughey
87914,11812,1.0,Cameron Diaz
87918,11812,2.0,Jason Bateman
87926,35080,1.0,Kirsten Dunst
87998,31671,2.0,Robert Duvall
88134,11892,1.0,Sandra Bullock
88160,9334,2.0,Dwayne Johnson
88276,16643,1.0,Angelina Jolie
88328,11468,2.0,Val Kilmer
88331,11468,2.0,Luis Guzmán
88343,11468,2.0,Danny Trejo
88629,557,2.0,Willem Dafoe
88630,557,1.0,Kirsten Dunst
88631,557,2.0,James Franco
88634,557,2.0,J.K. Simmons
88638,557,1.0,Elizabeth Banks
88641,557,1.0,Octavia Spencer
88645,557,2.0,Stan Lee
88785,32221,2.0,Robert Duvall
88830,12227,2.0,Ethan Hawke
88833,12227,2.0,James Remar
89073,1894,2.0,Ewan McGregor
89074,1894,1.0,Natalie Portman
89077,1894,2.0,Samuel L. Jackson
89332,320,2.0,Al Pacino
89333,320,2.0,Robin Williams
89357,9023,2.0,Matt Damon
89358,9023,2.0,James Cromwell
89512,4614,2.0,Ben Affleck
89513,4614,2.0,Morgan Freeman
89514,4614,2.0,James Cromwell
89517,4614,2.0,Bruce McGill
89519,4614,2.0,Philip Baker Hall
89521,4614,2.0,Ciarán Hinds
89657,3132,2.0,Anthony Hopkins
89659,3132,2.0,Peter Stormare
89719,2501,2.0,Matt Damon
89721,2501,2.0,Chris Cooper
89723,2501,2.0,Brian Cox
89781,12100,2.0,Nicolas Cage
89783,12100,2.0,Peter Stormare
89785,12100,2.0,Mark Ruffalo
90014,30194,2.0,Richard Jenkins
90112,11544,2.0,Ving Rhames
90118,180,2.0,Tom Cruise
90119,180,2.0,Colin Farrell
90123,180,2.0,Peter Stormare
90138,180,1.0,Cameron Diaz
90177,2022,2.0,Adam Sandler
90179,2022,2.0,John Turturro
90184,2022,2.0,Steve Buscemi
90337,608,2.0,Tommy Lee Jones
90338,608,2.0,Will Smith
90342,608,1.0,Rosario Dawson
90395,6278,2.0,Christian Bale
90396,6278,2.0,Matthew McConaughey
90410,4147,2.0,Tom Hanks
90416,4147,2.0,Ciarán Hinds
90420,4147,2.0,Jude Law
90421,4147,2.0,Stanley Tucci
90511,49370,2.0,John Travolta
90650,8665,2.0,Harrison Ford
90651,8665,2.0,Liam Neeson
90688,10996,2.0,Steve Zahn
90699,818,2.0,Michael Caine
90711,818,1.0,Gwyneth Paltrow
90714,818,2.0,John Travolta
90715,818,2.0,Danny DeVito
90716,818,2.0,Kevin Spacey
90717,818,2.0,Tom Cruise
91154,8764,2.0,Val Kilmer
91184,2675,2.0,Mel Gibson
91222,9488,2.0,Antonio Banderas
91226,9488,2.0,Steve Buscemi
91228,9488,2.0,Danny Trejo
91242,9488,2.0,Bill Paxton
91250,9962,1.0,Jennifer Aniston
91253,9962,2.0,John C. Reilly
91270,9573,2.0,Clint Eastwood
91290,7451,2.0,Samuel L. Jackson
91291,7451,2.0,Danny Trejo
91498,11692,2.0,Eddie Murphy
91500,11692,1.0,Rosario Dawson
91503,11692,2.0,Luis Guzmán
91507,11692,0.0,John Cleese
91542,30072,1.0,Gwyneth Paltrow
91543,30072,2.0,Aaron Eckhart
91562,9357,2.0,Robin Williams
91668,15070,2.0,Ving Rhames
91765,9595,2.0,Charlie Sheen
91769,9595,0.0,Kevin Dunn
91874,9941,2.0,Nick Nolte
92041,13536,2.0,Robert De Niro
92042,13536,2.0,James Franco
92162,10611,2.0,Keith David
92176,4108,2.0,Jason Statham
92230,9685,1.0,Susan Sarandon
92258,14361,2.0,Kurt Russell
92658,10550,2.0,Antonio Banderas
92720,9039,1.0,Charlize Theron
92721,9039,2.0,Kevin Bacon
92858,31005,2.0,Dustin Hoffman
92859,31005,1.0,Susan Sarandon
92935,9533,2.0,Anthony Hopkins
92936,9533,2.0,Edward Norton
92937,9533,2.0,Ralph Fiennes
92938,9533,2.0,Harvey Keitel
92940,9533,2.0,Philip Seymour Hoffman
92949,9533,2.0,Philip Ettington
93319,37964,1.0,Queen Latifah
93342,7501,2.0,John Malkovich
93347,7501,2.0,Dennis Hopper
93394,13768,2.0,Ben Kingsley
93522,8051,2.0,Adam Sandler
93524,8051,2.0,Philip Seymour Hoffman
93525,8051,2.0,Luis Guzmán
93569,12779,2.0,Bruce Greenwood
93570,12779,1.0,Elizabeth Banks
93619,565,1.0,Naomi Watts
93622,565,2.0,Brian Cox
93635,14112,2.0,Willem Dafoe
93734,11009,2.0,John Travolta
93753,10805,2.0,John Travolta
94027,21294,2.0,Christopher Plummer
94068,11644,2.0,John Travolta
94424,11646,2.0,Mel Gibson
94498,42149,2.0,Michael Caine
94501,42149,2.0,Bruce McGill
94735,19507,2.0,Dan Aykroyd
94768,17450,2.0,Christopher Walken
94961,1360,2.0,Antonio Banderas
94962,1360,2.0,Edward Norton
95122,8427,2.0,Eddie Murphy
95123,8427,2.0,Owen Wilson
95167,13526,2.0,Sean Penn
95172,13526,2.0,Ciarán Hinds
95190,9280,2.0,Antonio Banderas
95212,65,2.0,Michael Shannon
95214,65,2.0,Anthony Mackie
95228,10712,1.0,Julianne Moore
95229,10712,2.0,Dennis Quaid
95282,672,2.0,Alan Rickman
95292,672,2.0,Toby Jones
95298,672,0.0,John Cleese
96021,36669,2.0,Pierce Brosnan
96022,36669,1.0,Halle Berry
96026,36669,0.0,John Cleese
96077,8198,2.0,Michael Caine
96197,2103,2.0,George Clooney
96213,9016,1.0,Emma Thompson
96463,14433,2.0,Michael Caine
96487,9932,2.0,Robert De Niro
96497,13369,2.0,John Leguizamo
96508,2757,2.0,Nicolas Cage
96509,2757,1.0,Meryl Streep
96510,2757,2.0,Chris Cooper
96514,2757,2.0,Brian Cox
96521,2757,1.0,Judy Greer
96530,2757,2.0,John Malkovich
96532,2757,2.0,John Cusack
96533,7299,2.0,Christian Bale
96705,17360,2.0,Michael Caine
96706,17360,2.0,Sylvester Stallone
97167,7303,2.0,Ralph Fiennes
97169,7303,2.0,Stanley Tucci
97184,201,2.0,Patrick Stewart
97192,201,2.0,Ron Perlman
97203,2755,1.0,Kathy Bates
97312,121,1.0,Cate Blanchett
97341,1429,2.0,Edward Norton
97342,1429,2.0,Philip Seymour Hoffman
97344,1429,1.0,Rosario Dawson
97346,1429,2.0,Brian Cox
97362,13435,2.0,Denzel Washington
97371,3131,1.0,Cameron Diaz
97372,3131,2.0,Liam Neeson
97373,3131,2.0,Brendan Gleeson
97374,3131,2.0,John C. Reilly
97375,3131,2.0,Jim Broadbent
97398,3131,2.0,Philip Ettington
97399,2642,1.0,Sandra Bullock
97444,11022,2.0,Ray Liotta
97483,2149,2.0,Willem Dafoe
97484,2149,1.0,Julianne Moore
97872,640,2.0,Tom Hanks
97873,640,2.0,Christopher Walken
97886,640,1.0,Elizabeth Banks
98002,1574,1.0,Queen Latifah
98008,1574,2.0,John C. Reilly
98020,590,1.0,Nicole Kidman
98021,590,1.0,Julianne Moore
98022,590,1.0,Meryl Streep
98032,590,2.0,John C. Reilly
98034,590,2.0,Ed Harris
98035,590,1.0,Allison Janney
98266,4912,1.0,Drew Barrymore
98267,4912,1.0,Julia Roberts
98269,4912,2.0,Brad Pitt
98270,4912,2.0,Matt Damon
98271,4912,2.0,George Clooney
98381,9582,2.0,David Koechner
98926,12253,2.0,Laurence Fishburne
99272,10724,2.0,Clint Eastwood
99315,10724,2.0,John Ratzenberger
100340,9919,2.0,Matthew McConaughey
100361,6038,2.0,Jackie Chan
100362,6038,2.0,Owen Wilson
100408,9480,2.0,Ben Affleck
100410,9480,2.0,Colin Farrell
100412,9480,2.0,Jon Favreau
100445,9480,2.0,Stan Lee
100481,14873,2.0,John Goodman
100729,33851,2.0,Mickey Rourke
100734,33851,2.0,Liam Neeson
100805,4911,2.0,Kurt Russell
100808,4911,2.0,Brendan Gleeson
100809,4911,2.0,Ving Rhames
100824,16072,2.0,Robert Duvall
100843,11615,2.0,Kevin Spacey
100844,11615,1.0,Kate Winslet
100969,11635,2.0,Will Ferrell
100970,11635,2.0,Vince Vaughn
101192,10678,1.0,Queen Latifah
101250,9567,2.0,Bruce Willis
101362,10632,2.0,Tommy Lee Jones
101363,10632,2.0,Benicio del Toro
101722,6171,2.0,Morgan Freeman
101892,28881,2.0,Stellan Skarsgård
101907,10782,2.0,John Travolta
101909,10782,2.0,Samuel L. Jackson
101924,9341,2.0,Aaron Eckhart
101927,9341,2.0,Stanley Tucci
101930,9341,2.0,Richard Jenkins
101931,9341,2.0,Bruce Greenwood
102219,1817,2.0,Colin Farrell
102221,1817,2.0,Forest Whitaker
102251,21052,2.0,Billy Bob Thornton
102252,21052,2.0,Morgan Freeman
102254,21052,1.0,Kirsten Dunst
102262,9506,2.0,Adam Sandler
102264,9506,2.0,Luis Guzmán
102269,9506,2.0,Woody Harrelson
102270,9506,2.0,John Turturro
102286,9506,2.0,John C. Reilly
102298,24982,2.0,Bill Paxton
102494,994,2.0,Dustin Hoffman
102735,31633,2.0,Alec Baldwin
102786,2832,2.0,John Cusack
102787,2832,2.0,Ray Liotta
102897,36658,2.0,Patrick Stewart
102898,36658,2.0,Hugh Jackman
102900,36658,1.0,Halle Berry
102902,36658,2.0,James Marsden
102904,36658,2.0,Brian Cox
102972,10708,2.0,Eddie Murphy
102974,10708,2.0,Steve Zahn
103299,604,2.0,Keanu Reeves
103301,604,2.0,Laurence Fishburne
103389,10720,2.0,Ewan McGregor
103479,310,2.0,Jim Carrey
103480,310,1.0,Jennifer Aniston
103481,310,2.0,Philip Baker Hall
103484,310,2.0,Steve Carell
103487,310,2.0,Morgan Freeman
103512,12,2.0,Willem Dafoe
103514,12,1.0,Allison Janney
103516,12,2.0,Stephen Root
103532,12,2.0,John Ratzenberger
103533,9654,2.0,Mark Wahlberg
103534,9654,1.0,Charlize Theron
103535,9654,2.0,Edward Norton
103537,9654,2.0,Jason Statham
103540,9654,2.0,Donald Sutherland
103589,584,2.0,James Remar
104262,11890,2.0,Sylvester Stallone
104515,290,2.0,John Turturro
104516,290,2.0,John Goodman
104522,290,2.0,Steve Buscemi
105112,10152,2.0,Luis Guzmán
105178,11375,2.0,Harrison Ford
105181,11375,2.0,Bruce Greenwood
105184,11375,2.0,Keith David
105204,11375,2.0,Anthony Mackie
105322,17813,1.0,Cloris Leachman
105471,170,2.0,Brendan Gleeson
105486,9471,1.0,Cameron Diaz
105487,9471,1.0,Drew Barrymore
105490,9471,2.0,Robert Patrick
105492,9471,0.0,John Cleese
105507,9471,2.0,Bruce Willis
105991,1927,2.0,Nick Nolte
105994,1927,2.0,Stan Lee
106010,10327,2.0,Bruce McGill
106021,10327,1.0,Octavia Spencer
106035,14411,2.0,Brad Pitt
106048,296,2.0,Arnold Schwarzenegger
106072,22,2.0,Johnny Depp
106152,8698,2.0,Sean Connery
106239,8961,2.0,Will Smith
106242,8961,2.0,Peter Stormare
106245,8961,2.0,Michael Shannon
106274,9486,2.0,John Malkovich
106417,24558,2.0,Gene Hackman
106418,24558,2.0,Dan Aykroyd
106524,1996,1.0,Angelina Jolie
106536,1996,2.0,Ciarán Hinds
106537,4464,2.0,Jeff Bridges
106539,4464,2.0,Chris Cooper
106541,4464,1.0,Elizabeth Banks
106543,4464,2.0,William H. Macy
106549,12279,2.0,Antonio Banderas
106553,12279,2.0,Sylvester Stallone
106565,12279,2.0,Danny Trejo
106568,12279,2.0,Steve Buscemi
106569,12279,2.0,Bill Paxton
106570,12279,2.0,George Clooney
106881,8046,2.0,Ben Affleck
106887,8046,2.0,Al Pacino
106888,8046,2.0,Christopher Walken
106989,9257,2.0,Samuel L. Jackson
